จังหวัด, PM2.5, วันที่
ตาก,7.95726614821002,2024-08-30
ตาก,8.223943952078958,2024-08-31
ตาก,8.628510535891447,2024-09-01
ตาก,10.42772180828273,2024-09-02
ตาก,11.947254514871606,2024-09-03
ตาก,10.856964224741326,2024-09-04
ตาก,10.229566478073608,2024-09-05
ตาก,10.071493562622429,2024-09-06
ตาก,11.064868282666344,2024-09-07
ตาก,9.354267490346656,2024-09-08
ตาก,10.048454250854789,2024-09-09
ตาก,10.30898877951969,2024-09-10
ตาก,8.874656677075347,2024-09-11
ตาก,9.485590207461838,2024-09-12
ตาก,10.878946868886443,2024-09-13
ตาก,13.830113861233835,2024-09-14
ตาก,14.50032633522916,2024-09-15
ตาก,19.10901395465696,2024-09-16
ตาก,17.26371570056781,2024-09-17
ตาก,12.91181605051581,2024-09-18
ตาก,11.82005500904691,2024-09-19
ตาก,12.246607989502436,2024-09-20
ตาก,12.335186555602396,2024-09-21
ตาก,8.248920582086305,2024-09-22
ตาก,9.253548420482442,2024-09-23
ตาก,9.92996432619873,2024-09-24
ตาก,9.829885179977508,2024-09-25
ตาก,11.457962730352856,2024-09-26
ตาก,12.077464479234674,2024-09-27
ตาก,14.615489215288058,2024-09-28
ตาก,14.253150432630532,2024-09-29
ตาก,11.0678409507964,2024-09-30
เลย,7.507069739285823,2024-08-30
เลย,7.720187904701572,2024-08-31
เลย,7.682918131027652,2024-09-01
เลย,7.890664445568235,2024-09-02
เลย,8.687918066679357,2024-09-03
เลย,8.531070385691866,2024-09-04
เลย,8.04430708769091,2024-09-05
เลย,9.88405080655492,2024-09-06
เลย,10.763174193524367,2024-09-07
เลย,8.574642896925823,2024-09-08
เลย,8.455323551307819,2024-09-09
เลย,8.982890813851892,2024-09-10
เลย,7.93951582164104,2024-09-11
เลย,7.796128627279984,2024-09-12
เลย,7.991185547593707,2024-09-13
เลย,8.747448295139643,2024-09-14
เลย,9.154231878250146,2024-09-15
เลย,9.632497251788275,2024-09-16
เลย,10.296442710814976,2024-09-17
เลย,9.462806452597562,2024-09-18
เลย,9.62661521869414,2024-09-19
เลย,9.462769691529694,2024-09-20
เลย,7.964041749890972,2024-09-21
เลย,7.692068067804453,2024-09-22
เลย,8.029742814020786,2024-09-23
เลย,8.331256130747976,2024-09-24
เลย,8.561474639773618,2024-09-25
เลย,10.301608184867531,2024-09-26
เลย,13.2950525692131,2024-09-27
เลย,14.84490340685922,2024-09-28
เลย,16.103416661773224,2024-09-29
เลย,15.437760759547027,2024-09-30
ตรัง,13.451347194749209,2024-08-30
ตรัง,15.375003997191879,2024-08-31
ตรัง,13.497029250380454,2024-09-01
ตรัง,13.159369164307305,2024-09-02
ตรัง,15.621809855820443,2024-09-03
ตรัง,13.195528232533391,2024-09-04
ตรัง,12.228509410119807,2024-09-05
ตรัง,12.098779995141983,2024-09-06
ตรัง,13.959587456396319,2024-09-07
ตรัง,13.181670165183839,2024-09-08
ตรัง,12.548987304618217,2024-09-09
ตรัง,13.963807646278358,2024-09-10
ตรัง,13.946562102665448,2024-09-11
ตรัง,13.828163774073913,2024-09-12
ตรัง,12.859142590800172,2024-09-13
ตรัง,10.88443874196215,2024-09-14
ตรัง,11.76933744679253,2024-09-15
ตรัง,14.492660770317478,2024-09-16
