จังหวัด, PM2.5, วันที่
ตาก,9.353519873091509,2024-07-31
ตาก,9.339950627793005,2024-08-01
ตาก,9.324155712209215,2024-08-02
ตาก,9.637323758721903,2024-08-03
ตาก,8.735336736218265,2024-08-04
ตาก,8.776264411547329,2024-08-05
ตาก,9.108952524635953,2024-08-06
ตาก,10.314481953972019,2024-08-07
ตาก,9.310133219901894,2024-08-08
ตาก,9.850997751173647,2024-08-09
ตาก,9.47822045458698,2024-08-10
ตาก,10.257833669889207,2024-08-11
ตาก,11.591518718860852,2024-08-12
ตาก,10.023136214133196,2024-08-13
ตาก,9.895092495157487,2024-08-14
ตาก,8.825411748415103,2024-08-15
ตาก,7.8886898672486305,2024-08-16
ตาก,9.658824157004586,2024-08-17
ตาก,9.035028543219099,2024-08-18
ตาก,8.876472496710516,2024-08-19
ตาก,8.985467675932947,2024-08-20
ตาก,8.564045246836985,2024-08-21
ตาก,10.354980555889256,2024-08-22
ตาก,10.499581859063175,2024-08-23
ตาก,10.08215521203944,2024-08-24
ตาก,8.471560424101927,2024-08-25
ตาก,8.705736262819256,2024-08-26
ตาก,9.888768838595519,2024-08-27
ตาก,8.617062811223104,2024-08-28
ตาก,8.067994446609967,2024-08-29
ตาก,7.96331699179074,2024-08-30
ตาก,7.347243915288331,2024-08-31
เลย,9.190088612387221,2024-07-31
เลย,9.794656362804234,2024-08-01
เลย,8.671139870998502,2024-08-02
เลย,8.565088847235923,2024-08-03
เลย,8.236640586622263,2024-08-04
เลย,8.409228927503193,2024-08-05
เลย,8.29510445016838,2024-08-06
เลย,9.193978627517398,2024-08-07
เลย,7.760181464914525,2024-08-08
เลย,9.108269429030974,2024-08-09
เลย,9.953447287418781,2024-08-10
เลย,9.40203358252691,2024-08-11
เลย,9.246334038631502,2024-08-12
เลย,9.82494678944713,2024-08-13
เลย,9.23353741691448,2024-08-14
เลย,10.063179870992398,2024-08-15
เลย,8.756324011615266,2024-08-16
เลย,9.017033462403342,2024-08-17
เลย,8.504811899360094,2024-08-18
เลย,9.124487123432337,2024-08-19
เลย,7.469457547309185,2024-08-20
เลย,7.506158152493772,2024-08-21
เลย,8.070654173335438,2024-08-22
เลย,9.472216474537543,2024-08-23
เลย,8.593483835515878,2024-08-24
เลย,7.614020620036289,2024-08-25
เลย,7.813380750457575,2024-08-26
เลย,8.574586045160002,2024-08-27
เลย,7.564638902844874,2024-08-28
เลย,7.541275847214922,2024-08-29
เลย,7.532596472559218,2024-08-30
เลย,7.835549645728684,2024-08-31
ตรัง,14.2009514484905,2024-07-31
ตรัง,16.794848000381467,2024-08-01
ตรัง,16.046632222751345,2024-08-02
ตรัง,19.973532334829322,2024-08-03
ตรัง,14.217861437305833,2024-08-04
ตรัง,14.522122583888095,2024-08-05
ตรัง,12.868555985966957,2024-08-06
ตรัง,15.015712724909587,2024-08-07
ตรัง,14.507384891938724,2024-08-08
ตรัง,15.11974572493341,2024-08-09
ตรัง,12.208339020192147,2024-08-10
ตรัง,12.264153329654615,2024-08-11
ตรัง,15.653462215562406,2024-08-12
ตรัง,14.186249523111282,2024-08-13
ตรัง,14.62306871369397,2024-08-14
ตรัง,12.126188177084478,2024-08-15
ตรัง,14.915571318754509,2024-08-16
ตรัง,12.429457169573823,2024-08-17
ตรัง,13.209934551699881,2024-08-18
ตรัง,11.180821540069154,2024-08-19
ตรัง,13.348646663506594,2024-08-20
ตรัง,13.83742401664245,2024-08-21
ตรัง,11.635085947364177,2024-08-22
ตรัง,12.798554148460019,2024-08-23
ตรัง,13.195446034619966,2024-08-24
ตรัง,10.69251402476118,2024-08-25
ตรัง,11.41967686084041,2024-08-26
ตรัง,13.28948271161781,2024-08-27
ตรัง,10.495847946492828,2024-08-28
ตรัง,12.593975938161686,2024-08-29
ตรัง,13.455466831275213,2024-08-30
ตรัง,19.503524055968597,2024-08-31
ตราด,8.544818555524504,2024-07-31
ตราด,9.607490905476672,2024-08-01
ตราด,9.36910885181431,2024-08-02
ตราด,14.643581263626055,2024-08-03
ตราด,17.466799195384574,2024-08-04
ตราด,11.756033007427686,2024-08-05
ตราด,13.336976348175135,2024-08-06
ตราด,23.101032616662273,2024-08-07
ตราด,29.20704020537343,2024-08-08
ตราด,33.387924977651444,2024-08-09
ตราด,15.718419185366503,2024-08-10
ตราด,19.54234521577652,2024-08-11
ตราด,12.64033808620647,2024-08-12
ตราด,19.4530417234649,2024-08-13
ตราด,21.720491989048178,2024-08-14
ตราด,15.582687473849033,2024-08-15
ตราด,22.372115049625226,2024-08-16
ตราด,17.484753368167326,2024-08-17
ตราด,20.917804734838413,2024-08-18
ตราด,18.59795188811472,2024-08-19
ตราด,23.14399683918026,2024-08-20
ตราด,22.445896542260847,2024-08-21
ตราด,25.35167861002083,2024-08-22
ตราด,19.524824358801226,2024-08-23
ตราด,23.48850214252329,2024-08-24
ตราด,22.143517007185153,2024-08-25
ตราด,18.422234832241063,2024-08-26
ตราด,18.90843483522764,2024-08-27
ตราด,15.496303810956393,2024-08-28
ตราด,10.892950096896122,2024-08-29
ตราด,22.043655332803382,2024-08-30
ตราด,18.54234202628502,2024-08-31
น่าน,17.74984406421948,2024-07-31
น่าน,15.667778210080856,2024-08-01
น่าน,15.280659506479228,2024-08-02
น่าน,17.068850426938514,2024-08-03
น่าน,18.3100578536218,2024-08-04
น่าน,18.646978826536504,2024-08-05
น่าน,19.00834593033843,2024-08-06
น่าน,20.456658231907017,2024-08-07
น่าน,19.515948394797643,2024-08-08
น่าน,19.76514922008719,2024-08-09
น่าน,21.86853545352068,2024-08-10
น่าน,23.583865104118242,2024-08-11
น่าน,18.765964264450073,2024-08-12
น่าน,19.873185580851256,2024-08-13
น่าน,22.36924228437025,2024-08-14
น่าน,21.24238756029276,2024-08-15
น่าน,20.940310558133937,2024-08-16
น่าน,18.314634140523676,2024-08-17
น่าน,19.209529917961415,2024-08-18
น่าน,19.03892724488868,2024-08-19
น่าน,14.917993066883279,2024-08-20
น่าน,12.963138085301242,2024-08-21
น่าน,11.619799166102014,2024-08-22
น่าน,15.062979542502216,2024-08-23
น่าน,14.841335177434532,2024-08-24
น่าน,16.973654854568306,2024-08-25
น่าน,17.74344105636934,2024-08-26
น่าน,17.05242148933699,2024-08-27
น่าน,17.542656308315106,2024-08-28
น่าน,18.849283614454738,2024-08-29
น่าน,15.762696849229908,2024-08-30
น่าน,14.22912208028367,2024-08-31
ยะลา,14.736554017014287,2024-07-31
ยะลา,16.53939402886948,2024-08-01
ยะลา,17.373643025202988,2024-08-02
ยะลา,20.220260103256948,2024-08-03
ยะลา,13.705125018538615,2024-08-04
ยะลา,11.376154463972822,2024-08-05
ยะลา,14.642929474748744,2024-08-06
ยะลา,10.444200934431203,2024-08-07
ยะลา,13.251124922822832,2024-08-08
ยะลา,16.43568587712801,2024-08-09
ยะลา,11.618325628301557,2024-08-10
ยะลา,10.532168364464653,2024-08-11
ยะลา,9.674744058351795,2024-08-12
ยะลา,9.970044355916114,2024-08-13
ยะลา,11.79278224448743,2024-08-14
ยะลา,10.893917398050801,2024-08-15
ยะลา,11.681034903397263,2024-08-16
ยะลา,11.205009285051077,2024-08-17
ยะลา,10.76580985024838,2024-08-18
ยะลา,9.236182655095522,2024-08-19
ยะลา,9.205225651544643,2024-08-20
ยะลา,9.034765580541348,2024-08-21
ยะลา,10.122954573892546,2024-08-22
